iter	MultiClass
131	0.5322595586
132	0.53222007
133	0.5321455711
134	0.5320235473
135	0.5319350025
136	0.5318517785
137	0.5317429507
138	0.5315850255
139	0.5315319669
140	0.5314141346
141	0.5313313072
142	0.5312096443
143	0.5311440891
144	0.5310673722
145	0.530986544
146	0.5309430414
147	0.5308298933
148	0.5307753585
149	0.5307404117
150	0.5306702493
151	0.5305949275
152	0.5303234053
153	0.5301558692
154	0.5300631587
155	0.5299477027
156	0.5298762334
157	0.5297894042
158	0.5297432692
159	0.5296814954
160	0.5295464085
161	0.5294119353
162	0.5293008514
163	0.529234579
164	0.5291435411
165	0.5290476012
166	0.5290053588
167	0.5289036239
168	0.5288168005
169	0.5287127198
170	0.5286617218
171	0.5285587284
172	0.5284895387
173	0.5283561575
174	0.5282586788
175	0.5281342173
176	0.5281093384
177	0.5280277501
178	0.5278476352
179	0.5277569506
180	0.5276549242
181	0.5276042717
182	0.5275275996
183	0.5273902679
184	0.5273276817
185	0.5272379594
186	0.5271688051
187	0.5270888555
188	0.5270317706
189	0.5269421815
190	0.5268714959
191	0.5267533381
192	0.5266836925
193	0.5265937048
194	0.5265312442
195	0.526468817
196	0.5263170701
197	0.5262108361
198	0.5261564606
199	0.5260798719
200	0.5260178171
201	0.5259384583
202	0.5258363097
203	0.5257709526
204	0.5257087688
205	0.525642492
206	0.5255615689
207	0.5254841347
208	0.5253828055
209	0.5253150115
210	0.525247813
211	0.5251831454
212	0.5251297609
213	0.5250939859
214	0.5250399308
215	0.5249666668
216	0.5248801878
217	0.5247885053
218	0.5247392274
219	0.5246657855
220	0.524598328
221	0.5244690639
222	0.5244088274
223	0.5243592265
224	0.5242920551
225	0.5242409471
226	0.5241629537
227	0.5240663752
228	0.5240119694
229	0.5239866338
230	0.5239499179
231	0.5238921469
232	0.5238239588
233	0.5237768244
234	0.5237048998
235	0.5236399917
236	0.5235895514
237	0.5235136203
238	0.5234467035
239	0.5233652474
240	0.5233281683
241	0.5232355907
242	0.5232031545
243	0.5231193547
244	0.5230581416
245	0.5229065057
246	0.5228557877
247	0.5227915664
248	0.5227215105
249	0.522667521
250	0.5225900009
251	0.5225174163
252	0.5224413138
253	0.5224015502
254	0.522350786
255	0.5222707731
256	0.522155518
257	0.5220932931
258	0.522049983
259	0.5219936111
260	0.5219295476
261	0.5218504491
262	0.5217754423
263	0.5216861083
264	0.5216580256
265	0.5216269494
266	0.5215679652
267	0.5215136358
268	0.5214719618
269	0.5214357385
270	0.5214070656
271	0.5213668758
272	0.5213158635
273	0.5212419706
274	0.5212005935
275	0.521154157
276	0.5210671539
277	0.5210074487
278	0.520970233
279	0.5208815839
280	0.5208294039
281	0.520747495
282	0.5207063827
283	0.5206398689
284	0.5205862945
285	0.5205570592
286	0.5204750179
287	0.520443216
288	0.5204097139
289	0.5203686394
290	0.520263989
291	0.5201790854
292	0.5201467172
293	0.5201092102
294	0.5200828155
295	0.5200354557
296	0.5199823341
297	0.5199180923
298	0.5198676469
299	0.5198362399
300	0.519799076
301	0.5197057787
302	0.5196576649
303	0.5195566974
304	0.519500637
305	0.5194473594
306	0.5193889463
307	0.5193049733
308	0.5191884621
309	0.5191401394
310	0.5190951567
311	0.5190436035
312	0.5189823769
313	0.5189326324
314	0.5188813087
315	0.5188356176
316	0.5188021277
317	0.518721813
318	0.5186663204
319	0.5186145717
320	0.5185771676
321	0.518552269
322	0.5185196696
323	0.5184581792
324	0.5184150348
325	0.5183629609
326	0.5183337308
327	0.5182953572
328	0.5182357612
329	0.5181937272
330	0.5181553843
331	0.5181080775
332	0.5180770115
333	0.5180476008
334	0.5180160363
335	0.5179564618
336	0.5179246233
337	0.5178430317
338	0.5178069378
339	0.5177549121
340	0.5177364361
341	0.5176688434
342	0.5176305794
343	0.5175715238
344	0.5175153169
345	0.5174461925
346	0.517427761
347	0.5173724849
348	0.5173266238
349	0.5172609365
350	0.5172257979
351	0.5172005774
352	0.5171281006
353	0.517061673
354	0.5169924376
355	0.5169344689
356	0.5169100526
357	0.5168896442
358	0.5168559528
359	0.5168399158
360	0.5167959459
361	0.5167507949
362	0.516713711
363	0.516650792
364	0.5165959603
365	0.5165763552
366	0.5164900615
367	0.5164136228
368	0.5163513701
369	0.5162894601
370	0.5162450033
371	0.5162135001
372	0.516130796
373	0.5160958279
374	0.5160712462
375	0.5160254576
376	0.5159796676
377	0.5159173719
378	0.5158646417
379	0.5158349323
380	0.5157895483
381	0.5157662593
382	0.5157424764
383	0.515684294
384	0.5156440178
385	0.5156038622
386	0.5155767079
387	0.5155517894
388	0.5155048881
389	0.5154609493
390	0.5154325956
391	0.5153811937
392	0.5153468426
393	0.5153093783
394	0.5152068375
395	0.5151604249
396	0.5151458131
397	0.515106999
398	0.5150474904
399	0.5150083703
400	0.5149789179
401	0.5149276972
402	0.5148689487
403	0.5148290101
404	0.5147835321
405	0.5147464528
406	0.5147139253
407	0.5146578371
408	0.5146263925
409	0.5145848668
410	0.5145528205
411	0.5145150902
412	0.5144632778
413	0.5144039763
414	0.5143746742
415	0.5143456513
416	0.5143194186
417	0.5142587175
418	0.514209711
419	0.5141720946
420	0.5141256972
421	0.5140965747
422	0.5140718915
423	0.5140452051
424	0.5140009223
425	0.5139644384
426	0.5139308856
427	0.5138901773
428	0.5138647889
429	0.5138346102
430	0.5138009269
431	0.5137622555
432	0.5137240362
433	0.5136879831
434	0.513668893
435	0.5136429118
436	0.5136068462
437	0.5135726776
438	0.5135486139
439	0.513492983
440	0.5134391512
441	0.5134082697
442	0.5133728725
443	0.513347052
444	0.5133131232
445	0.5132934376
446	0.513273357
447	0.5132410696
448	0.5131999014
449	0.5131698207
450	0.5131086438
451	0.5130684198
452	0.5130191163
453	0.5129753525
454	0.512894613
455	0.5128712103
456	0.5128275451
457	0.5127779575
458	0.5127667365
459	0.5127151996
460	0.512689453
461	0.5126482264
462	0.5126233627
463	0.512591479
464	0.5125661349
465	0.5125303466
466	0.5125035915
467	0.5124834494
468	0.5124348478
469	0.5123902715
470	0.5123613024
471	0.5123270093
472	0.5122944941
473	0.5122556711
474	0.5122331601
475	0.5122084396
476	0.5121731899
477	0.5121511819
478	0.5121055267
479	0.5120844213
480	0.5120611403
481	0.512034413
482	0.512002431
483	0.5119649652
484	0.5119265116
485	0.5118806906
486	0.5118506708
487	0.5118270741
488	0.5117894882
489	0.5117067849
490	0.5116825042
491	0.5116566732
492	0.5116241861
493	0.511612015
494	0.5115836331
495	0.5115385511
496	0.5115022603
497	0.5114788511
498	0.511450275
499	0.5114161727
500	0.5113637831
501	0.5113373367
502	0.5112840909
503	0.51123678
504	0.5111951018
505	0.511170961
506	0.5111366641
507	0.5110842977
508	0.5110506649
509	0.5110428472
510	0.5109754242
511	0.510958066
512	0.5109293883
513	0.5108978129
514	0.5108855934
515	0.5108472209
516	0.5108206015
517	0.5107806088
518	0.5107476267
519	0.5107186983
520	0.5106851123
521	0.5106588338
522	0.5106201185
523	0.5105872068
524	0.5105503092
525	0.5105266361
526	0.5104937712
527	0.5104777266
528	0.510435033
529	0.5104064308
530	0.5103665708
531	0.5103288406
532	0.510306817
533	0.5102880578
534	0.5102529821
535	0.5102217606
536	0.5101800527
537	0.5101585151
538	0.510108204
539	0.5100792099
540	0.510030298
541	0.5099913902
542	0.5099593041
543	0.509913385
544	0.5098994194
545	0.5098667002
546	0.5098507553
547	0.5098095748
548	0.5097813939
549	0.5097521156
550	0.5097257778
551	0.5097013764
552	0.5096802991
553	0.5096594323
554	0.5096285727
555	0.5096085786
556	0.5095730855
557	0.5095538694
558	0.5095120122
559	0.5094312728
560	0.5093977867
561	0.5093698721
562	0.509341203
563	0.5093038363
564	0.5092767313
565	0.5092484273
566	0.509215784
567	0.5091962543
568	0.5091756683
569	0.5091360894
570	0.5090870866
571	0.5090561295
572	0.5090437664
573	0.5090167477
574	0.5089723142
575	0.5089339257
576	0.5089196798
577	0.5088777377
578	0.5088323612
579	0.5088039157
580	0.5087629821
581	0.5087261167
582	0.5087063219
583	0.5086876889
584	0.5086488649
585	0.5086265871
586	0.508601851
587	0.5085836892
588	0.5085607222
589	0.5085341637
590	0.5085155506
591	0.5084857972
592	0.5084651497
593	0.5084185054
594	0.5083920605
595	0.5083626517
596	0.5083412072
597	0.5083231356
598	0.5083055644
599	0.5082732729
600	0.5082549577
601	0.5082208385
602	0.5082012491
603	0.508159667
604	0.5081110319
605	0.5080676981
606	0.5080544459
607	0.5080307433
608	0.5080012528
609	0.5079504251
610	0.5079137343
611	0.5078750768
612	0.5078568184
613	0.5078221713
614	0.5077930108
615	0.5077754098
616	0.5077360556
617	0.5077034116
618	0.5076696345
619	0.5076324137
620	0.5076095941
621	0.5075890371
622	0.507565679
623	0.5075282367
624	0.5075149586
625	0.5074763812
626	0.5074503809
627	0.5074253744
628	0.5074031508
629	0.5073685977
630	0.5073468092
631	0.5073279375
632	0.5072887869
633	0.5072322128
634	0.5072063995
635	0.5071865029
636	0.5071231333
637	0.5070977239
638	0.5070614285
639	0.5070393443
640	0.5070067691
641	0.5069851231
642	0.5069550977
643	0.5069113367
644	0.5068777476
645	0.5068580793
646	0.5068177044
647	0.5067879557
648	0.5067584204
649	0.5067336221
650	0.5067103302
651	0.5066789581
652	0.5066454696
653	0.5066174823
654	0.5066015514
655	0.5065576673
656	0.5065434861
657	0.506495385
658	0.506474178
659	0.5064559864
660	0.5064351869
661	0.5064162353
662	0.5063942941
663	0.5063752872
664	0.5063509317
665	0.5063269639
666	0.5063116049
667	0.5062869489
668	0.5062579731
669	0.5062387253
670	0.5062184355
671	0.5061804292
672	0.5061435344
673	0.5061187581
674	0.5060629152
675	0.5060286027
676	0.50599928
677	0.5059710072
678	0.505943527
679	0.5059219727
680	0.5058752686
681	0.5058409143
682	0.5058232923
683	0.5057819683
684	0.5057169774
685	0.5056905432
686	0.5056775657
687	0.5056430122
688	0.5056053397
689	0.5055854503
690	0.5055544403
691	0.5054992709
692	0.5054797399
693	0.505433969
694	0.5054190923
695	0.5053729805
696	0.5053492595
697	0.5053035185
698	0.50526829
699	0.5052404481
700	0.5052215399
701	0.5051952899
702	0.5051672169
703	0.5051173753
704	0.5050640174
705	0.5050403008
706	0.505025077
707	0.5049777636
708	0.5049518197
709	0.504928664
710	0.5048955247
711	0.5048753734
712	0.5048481192
713	0.5048141597
714	0.504790301
715	0.5047674422
716	0.5047468963
717	0.5047266368
718	0.5047002872
719	0.5046655377
720	0.5046397821
721	0.5046152337
722	0.5045265645
723	0.5044953236
724	0.5044705745
725	0.5044415882
726	0.5043936412
727	0.5043808546
728	0.5043686606
729	0.5043356949
730	0.50431666
731	0.5042722729
732	0.504234476
733	0.5042150285
734	0.5041975143
735	0.5041633878
736	0.5041480116
737	0.5041174508
738	0.5040972063
739	0.5040792742
740	0.5040451564
741	0.5040159824
742	0.5039823923
743	0.5039672508
744	0.5039421138
745	0.5039261971
746	0.5039047645
747	0.5038768556
748	0.5038419775
749	0.5038141399
750	0.50376085
751	0.5037309177
752	0.5037146348
753	0.5036971327
754	0.5036778991
755	0.5036506328
756	0.5036249289
757	0.5035917782
758	0.5035643422
759	0.5035488578
760	0.5035284975
761	0.5034995461
762	0.5034676143
763	0.5034348252
764	0.503407388
765	0.5033780321
766	0.5033610968
767	0.5033464816
768	0.503325332
769	0.5033074839
770	0.5032825991
771	0.5032490064
772	0.5032285132
773	0.5032035322
774	0.5031879009
775	0.5031510404
776	0.5031366246
777	0.5031178765
778	0.5030922441
779	0.5030778365
780	0.5030481522
781	0.5030378403
782	0.5030138596
783	0.5030037629
784	0.502977443
785	0.5029607803
786	0.5029323845
787	0.5029053443
788	0.5028988934
789	0.502872046
790	0.5028507419
791	0.50282362
792	0.5028048253
793	0.5027810736
794	0.5027623367
795	0.5027170205
796	0.5026935104
797	0.5026733314
798	0.5026329359
799	0.5026160116
800	0.5025912395
801	0.5025666983
802	0.5025283579
803	0.5025160082
804	0.5024855528
805	0.5024343943
806	0.5023883446
807	0.5023680656
808	0.5023440045
809	0.5023132721
810	0.5022911346
811	0.5022754754
812	0.5022394575
813	0.5022183305
814	0.5021705091
815	0.5021515855
816	0.5021403397
817	0.5021256413
818	0.5021076341
819	0.5020895479
820	0.5020686154
821	0.502045571
822	0.5020267477
823	0.5020045944
824	0.5019856756
825	0.5019471841
826	0.5019232112
827	0.5018976128
828	0.5018617338
829	0.5018394953
830	0.5018127579
831	0.5017921731
832	0.5017684259
833	0.5017489509
834	0.5017327484
835	0.5017165642
836	0.5016968956
837	0.5016840247
838	0.5016581774
839	0.5016267529
840	0.501612529
841	0.5015927176
842	0.5015688085
843	0.5015456971
844	0.5015345923
845	0.5015212749
846	0.501509165
847	0.5014792529
848	0.5014460083
849	0.5014367518
850	0.501429097
851	0.5014100989
852	0.5013946752
853	0.5013770539
854	0.501367079
855	0.5013518428
856	0.5013414366
857	0.5013303654
858	0.5013031411
859	0.501280884
860	0.5012594404
861	0.501245053
862	0.5012236753
863	0.5011871405
864	0.5011701279
865	0.5011545006
866	0.5011268721
867	0.5011031259
868	0.501071584
869	0.5010442099
870	0.5010194435
871	0.501003998
872	0.5009669005
873	0.5009524153
874	0.5009229365
875	0.5009046699
876	0.5008846061
877	0.5008707656
878	0.5008443523
879	0.5008212202
880	0.5008072712
881	0.5007864976
882	0.5007573312
883	0.5007464299
884	0.5007261781
885	0.5007041855
886	0.5006927289
887	0.5006782707
888	0.5006553342
889	0.5006447256
890	0.5006030465
891	0.5005443326
892	0.500530799
893	0.5005033383
894	0.500486234
895	0.5004713374
896	0.5004317684
897	0.5004066473
898	0.500395949
899	0.5003739986
900	0.5003484706
901	0.5003367446
902	0.50030978
903	0.5002886398
904	0.5002598524
905	0.5002232171
906	0.5001971142
907	0.5001811285
908	0.5001641279
909	0.5001338137
910	0.5000983764
911	0.5000610374
912	0.5000464142
913	0.5000330884
914	0.4999986988
915	0.4999774891
916	0.4999587741
917	0.4999139594
918	0.4998832356
919	0.4998633966
920	0.4998447443
921	0.4998188302
922	0.4998037579
923	0.4997850965
924	0.4997626622
925	0.4997526174
926	0.4997079048
927	0.4996743821
928	0.4996488614
929	0.4996297308
930	0.4996223468
931	0.4995972819
932	0.4995684038
933	0.4995371864
934	0.4995260598
935	0.4995051439
936	0.499458725
937	0.4994178397
938	0.4993987587
939	0.4993792678
940	0.4993642617
941	0.4993436455
942	0.499322315
943	0.4993005571
944	0.4992683002
945	0.4992503386
946	0.4992357546
947	0.4992090086
948	0.4991853274
949	0.4991618125
950	0.4991319298
951	0.4991176461
952	0.499099959
953	0.4990816818
954	0.4990561687
955	0.4990301137
956	0.4990158495
957	0.4989939318
958	0.4989743457
959	0.4989614705
960	0.4989412954
961	0.4988862909
962	0.4988644871
963	0.4988528544
964	0.4988276413
965	0.4988124236
966	0.498789853
967	0.4987664085
968	0.4987334187
969	0.4987115241
970	0.4986931279
971	0.4986753256
972	0.4986612105
973	0.4986540259
974	0.4986412312
975	0.4986264957
976	0.4986024989
977	0.4985917006
978	0.4985837863
979	0.498570235
980	0.4985433608
981	0.4985324933
982	0.4985065053
983	0.4984901088
984	0.498459981
985	0.498445407
986	0.4984160931
987	0.4983985717
988	0.4983790681
989	0.4983638789
990	0.4983308863
991	0.4983170247
992	0.498296183
993	0.4982701355
994	0.4982387554
995	0.4982134322
996	0.498196439
997	0.4981823095
998	0.4981566506
999	0.4981367145
